Numero de iteraciones,Numero de capas,Neuronas por capa,Tasa de aprendizaje,Grado de Confianza,Minimo del error promedio en entrenamiento,Maximo del error promedio en entrenamiento,Falsos positivos entrenamiento,Falsos negativos en el entrenamiento,Minimo del error promedio en pruebas,Maximo del error promedio en pruebas,Falsos negativos en pruebas,Falsos positivos en pruebas
4000,3,[2-2-1],0.001,0.5,0.2128817788352561,0.24974174032205212,0,37,0.24555358179188919,0.2623989319763997,13,0
6000,3,[2-2-1],0.1,0.9,0.21357936959367466,0.23852700938578264,0,37,0.24616068931588836,0.26125556633347735,13,0
6000,3,[2-2-1],0.1,0.8,0.21357936959367466,0.23852700938578264,0,37,0.24616068931588836,0.26125556633347735,13,0
6000,3,[2-2-1],0.1,0.7,0.21357936959367466,0.23852700938578264,0,37,0.24616068931588836,0.26125556633347735,13,0
6000,3,[2-2-1],0.1,0.6,0.21357936959367466,0.23852700938578264,0,37,0.24616068931588836,0.26125556633347735,13,0
6000,3,[2-2-1],0.1,0.5,0.21357936959367466,0.23852700938578264,0,37,0.24616068931588836,0.26125556633347735,13,0
6000,3,[2-2-1],0.01,0.9,0.21294734335345564,0.2475575800896689,0,37,0.24555478699443664,0.262859940062717,13,0
6000,3,[2-2-1],0.01,0.8,0.21294734335345564,0.2475575800896689,0,37,0.24555478699443664,0.262859940062717,13,0
6000,3,[2-2-1],0.01,0.7,0.21294734335345564,0.2475575800896689,0,37,0.24555478699443664,0.262859940062717,13,0
6000,3,[2-2-1],0.01,0.6,0.21294734335345564,0.2475575800896689,0,37,0.24555478699443664,0.262859940062717,13,0
6000,3,[2-2-1],0.01,0.5,0.21294734335345564,0.2475575800896689,0,37,0.24555478699443664,0.262859940062717,13,0
6000,3,[2-2-1],0.001,0.9,0.2128817788352561,0.24974174032205212,0,37,0.24555358179188919,0.26268340113282795,13,0
6000,3,[2-2-1],0.001,0.8,0.2128817788352561,0.24974174032205212,0,37,0.24555358179188919,0.26268340113282795,13,0
6000,3,[2-2-1],0.001,0.7,0.2128817788352561,0.24974174032205212,0,37,0.24555358179188919,0.26268340113282795,13,0
6000,3,[2-2-1],0.001,0.6,0.2128817788352561,0.24974174032205212,0,37,0.24555358179188919,0.26268340113282795,13,0
6000,3,[2-2-1],0.001,0.5,0.2128817788352561,0.24974174032205212,0,37,0.24555358179188919,0.26268340113282795,13,0
2000,3,[3-2-1],0.1,0.9,0.22252338578864628,0.2422464991720245,0,40,0.22167827653227287,0.24345184577831583,10,0
2000,3,[3-2-1],0.1,0.8,0.22252338578864628,0.2422464991720245,0,40,0.22167827653227287,0.24345184577831583,10,0
2000,3,[3-2-1],0.1,0.7,0.22252338578864628,0.2422464991720245,0,40,0.22167827653227287,0.24345184577831583,10,0
2000,3,[3-2-1],0.1,0.6,0.22252338578864628,0.2422464991720245,0,40,0.22167827653227287,0.24345184577831583,10,0
2000,3,[3-2-1],0.1,0.5,0.22252338578864628,0.2422464991720245,0,40,0.22167827653227287,0.24345184577831583,10,0
2000,3,[3-2-1],0.01,0.9,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
2000,3,[3-2-1],0.01,0.8,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
2000,3,[3-2-1],0.01,0.7,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
2000,3,[3-2-1],0.01,0.6,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
2000,3,[3-2-1],0.01,0.5,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
2000,3,[3-2-1],0.001,0.9,0.22182848213708026,0.2498085773129849,0,40,0.22161197504050706,0.24958732066630743,10,0
2000,3,[3-2-1],0.001,0.8,0.22182848213708026,0.2498085773129849,0,40,0.22161197504050706,0.24958732066630743,10,0
2000,3,[3-2-1],0.001,0.7,0.22182848213708026,0.2498085773129849,0,40,0.22161197504050706,0.24958732066630743,10,0
2000,3,[3-2-1],0.001,0.6,0.22182848213708026,0.2498085773129849,0,40,0.22161197504050706,0.24958732066630743,10,0
2000,3,[3-2-1],0.001,0.5,0.22182848213708026,0.2498085773129849,0,40,0.22161197504050706,0.24958732066630743,10,0
4000,3,[3-2-1],0.1,0.9,0.22252338578864628,0.24257566369878505,0,40,0.22167827653227287,0.24371957282951753,10,0
4000,3,[3-2-1],0.1,0.8,0.22252338578864628,0.24257566369878505,0,40,0.22167827653227287,0.24371957282951753,10,0
4000,3,[3-2-1],0.1,0.7,0.22252338578864628,0.24257566369878505,0,40,0.22167827653227287,0.24371957282951753,10,0
4000,3,[3-2-1],0.1,0.6,0.22252338578864628,0.24257566369878505,0,40,0.22167827653227287,0.24371957282951753,10,0
4000,3,[3-2-1],0.1,0.5,0.22252338578864628,0.24257566369878505,0,40,0.22167827653227287,0.24371957282951753,10,0
4000,3,[3-2-1],0.01,0.9,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
4000,3,[3-2-1],0.01,0.8,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
4000,3,[3-2-1],0.01,0.7,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
4000,3,[3-2-1],0.01,0.6,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
4000,3,[3-2-1],0.01,0.5,0.22189434793296853,0.24819522465378743,0,40,0.22161483603363,0.24620716212663082,10,0
4000,3,[3-2-1],0.001,0.9,0.22182848213708026,0.2498085773129849,0,40,0.22161197504050706,0.24958732066630743,10,0
